title,link,description,date,source
"Scolded by judge, 4 from Houston area head to prison for fraud - Houston Chronicle",https://www.chron.com/news/houston-texas/article/Scolded-by-judge-4-from-Houston-area-head-to-2079859.php," href=""https://www.chron.com/news/houston-texas/article/Scolded-by-judge-4-from-Houston-area-head-to-2079859.php"" target=""_blank"">Scolded by judge, 4 from Houston area head to prison for fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Houston Chronicle</font",2011-07-23 07:00:00+00:00,Houston Chronicle
Pepper Pike lawyer faces up to 21 years in prison in stock scam - Plain Dealer,https://www.cleveland.com/business/2011/09/pepper_pike_lawyers_sentenced.html," href=""https://www.cleveland.com/business/2011/09/pepper_pike_lawyers_sentenced.html"" target=""_blank"">Pepper Pike lawyer faces up to 21 years in prison in stock scam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Plain Dealer</font",2011-09-09 07:00:00+00:00,Plain Dealer
"Cedar Grove man is indicted for online car-selling scam, stealing $650K - The Star-Ledger - NJ.com",https://www.nj.com/news/2011/07/cedar_grove_man_indicted_for_o.html," href=""https://www.nj.com/news/2011/07/cedar_grove_man_indicted_for_o.html"" target=""_blank"">Cedar Grove man is indicted for online car-selling scam, stealing $650K</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Star-Ledger - NJ.com</font",2011-07-21 07:00:00+00:00,The Star-Ledger - NJ.com
30-Year Con: From German Kid To Rockefeller Scion - NPR,https://www.npr.org/2011/07/10/137624164/30-year-con-from-german-kid-to-rockefeller-scion," href=""https://www.npr.org/2011/07/10/137624164/30-year-con-from-german-kid-to-rockefeller-scion"" target=""_blank"">30-Year Con: From German Kid To Rockefeller Scion</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NPR</font",2011-07-05 07:00:00+00:00,NPR
Bond revoked for former Newtown Oil owner - Ct Post,https://www.ctpost.com/news/article/Bond-revoked-for-former-Newtown-Oil-owner-1799221.php," href=""https://www.ctpost.com/news/article/Bond-revoked-for-former-Newtown-Oil-owner-1799221.php"" target=""_blank"">Bond revoked for former Newtown Oil owner</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ct Post</font",2011-08-10 07:00:00+00:00,Ct Post
"Insurance fraud nets former doctor, again - Ct Post",https://www.ctpost.com/local/article/Insurance-fraud-nets-former-doctor-again-1472475.php," href=""https://www.ctpost.com/local/article/Insurance-fraud-nets-former-doctor-again-1472475.php"" target=""_blank"">Insurance fraud nets former doctor, again</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Ct Post</font",2011-07-19 07:00:00+00:00,Ct Post
Disbarred lawyer gets two years in prison for fraud - STLtoday.com,https://www.stltoday.com/news/local/metro/disbarred-lawyer-gets-two-years-in-prison-for-fraud/article_c46b4f10-d586-11e0-b02c-001a4bcf6878.html," href=""https://www.stltoday.com/news/local/metro/disbarred-lawyer-gets-two-years-in-prison-for-fraud/article_c46b4f10-d586-11e0-b02c-001a4bcf6878.html"" target=""_blank"">Disbarred lawyer gets two years in prison for fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">STLtoday.com</font",2011-09-03 07:00:00+00:00,STLtoday.com
British man jailed for offshore scam - Telegraph.co.uk,https://www.telegraph.co.uk/finance/personalfinance/expat-money/8744028/British-man-jailed-for-offshore-scam.html," href=""https://www.telegraph.co.uk/finance/personalfinance/expat-money/8744028/British-man-jailed-for-offshore-scam.html"" target=""_blank"">British man jailed for offshore scam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Telegraph.co.uk</font",2011-09-06 07:00:00+00:00,Telegraph.co.uk
N.J. mailing company owner sentenced in $4.5M fraud scam - The Star-Ledger - NJ.com,https://www.nj.com/news/2011/09/nj_mailing_company_owner_sente.html," href=""https://www.nj.com/news/2011/09/nj_mailing_company_owner_sente.html"" target=""_blank"">N.J. mailing company owner sentenced in $4.5M fraud scam</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Star-Ledger - NJ.com</font",2011-09-07 07:00:00+00:00,The Star-Ledger - NJ.com
Greene and Co estate agents guilty of parking fraud - BBC News,https://www.bbc.co.uk/news/uk-england-london-14530059," href=""https://www.bbc.co.uk/news/uk-england-london-14530059"" target=""_blank"">Greene and Co estate agents guilty of parking fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC News</font",2011-08-15 07:00:00+00:00,BBC News
"2 sentenced for mortgage scam, ordered to pay restitution - Las Vegas Sun",https://lasvegassun.com/news/2011/aug/16/2-sentenced-mortgage-scam-ordered-pay-restitution/," href=""https://lasvegassun.com/news/2011/aug/16/2-sentenced-mortgage-scam-ordered-pay-restitution/"" target=""_blank"">2 sentenced for mortgage scam, ordered to pay restitution</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Las Vegas Sun</font",2011-08-16 07:00:00+00:00,Las Vegas Sun
