title,link,description,date,source
"Indian-American entrepreneur defrauds bank of USD 17 million, pleads guilty - Daijiworld.com",https://www.daijiworld.com/news/newsDisplay.aspx?newsID=751620," href=""https://www.daijiworld.com/news/newsDisplay.aspx?newsID=751620"" target=""_blank"">Indian-American entrepreneur defrauds bank of USD 17 million, pleads guilty</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Daijiworld.com</font",2020-09-16 07:00:00+00:00,Daijiworld.com
"Cancel Bangalore Turf Club licence, make it a lung space: PAC - Deccan Herald",https://www.deccanherald.com/city/bengaluru-infrastructure/cancel-bangalore-turf-club-licence-make-it-a-lung-space-pac-892999.html," href=""https://www.deccanherald.com/city/bengaluru-infrastructure/cancel-bangalore-turf-club-licence-make-it-a-lung-space-pac-892999.html"" target=""_blank"">Cancel Bangalore Turf Club licence, make it a lung space: PAC</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Deccan Herald</font",2020-09-25 07:00:00+00:00,Deccan Herald
Mullaperiyar dam: Supreme Court takes up issue of lax supervision - India Legal,https://www.indialegallive.com/constitutional-law-news/courts-news/mullaperiyar-dam-supreme-court-issues-notice-in-petition-against-lax-supervision/," href=""https://www.indialegallive.com/constitutional-law-news/courts-news/mullaperiyar-dam-supreme-court-issues-notice-in-petition-against-lax-supervision/"" target=""_blank"">Mullaperiyar dam: Supreme Court takes up issue of lax supervision</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India Legal</font",2020-09-22 07:00:00+00:00,India Legal
Ex-Religare promoter Malvinder Singh accuses Radha Soami Satsang head of misusing influence - Economic Times,https://economictimes.indiatimes.com/news/politics-and-nation/ex-religare-promoter-malvinder-singh-accuses-radha-soami-satsang-head-of-misusing-influence/articleshow/77498328.cms," href=""https://economictimes.indiatimes.com/news/politics-and-nation/ex-religare-promoter-malvinder-singh-accuses-radha-soami-satsang-head-of-misusing-influence/articleshow/77498328.cms"" target=""_blank"">Ex-Religare promoter Malvinder Singh accuses Radha Soami Satsang head of misusing influence</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Economic Times</font",2020-08-13 07:00:00+00:00,Economic Times
Small is Beautiful - The Statesman,https://www.thestatesman.com/opinion/small-is-beautiful-2-1502925713.html," href=""https://www.thestatesman.com/opinion/small-is-beautiful-2-1502925713.html"" target=""_blank"">Small is Beautiful</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Statesman</font",2020-09-24 07:00:00+00:00,The Statesman
"Modi govt pushing country towards financial emergency, says Congress - Business Standard",https://www.business-standard.com/article/politics/modi-govt-pushing-country-towards-financial-emergency-says-congress-120090301141_1.html," href=""https://www.business-standard.com/article/politics/modi-govt-pushing-country-towards-financial-emergency-says-congress-120090301141_1.html"" target=""_blank"">Modi govt pushing country towards financial emergency, says Congress</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font",2020-09-03 07:00:00+00:00,Business Standard
"Morning News Call - India, August 17 - Yahoo Finance",https://finance.yahoo.com/news/morning-news-call-india-august-031716844.html," href=""https://finance.yahoo.com/news/morning-news-call-india-august-031716844.html"" target=""_blank"">Morning News Call - India, August 17</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font",2020-08-16 07:00:00+00:00,Yahoo Finance
"SC Orders Fugitive Vijay Mallya To Appear Before It On 5 October, Asks MHA To Ensure His Presence - Swarajya",https://swarajyamag.com/insta/sc-orders-fugitive-vijay-mallya-to-appear-before-it-on-5-october-asks-mha-to-ensure-his-presence," href=""https://swarajyamag.com/insta/sc-orders-fugitive-vijay-mallya-to-appear-before-it-on-5-october-asks-mha-to-ensure-his-presence"" target=""_blank"">SC Orders Fugitive Vijay Mallya To Appear Before It On 5 October, Asks MHA To Ensure His Presence</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Swarajya</font",2020-08-31 07:00:00+00:00,Swarajya
Stay lifted on publication of book on Asaram Bapu - India Legal,https://www.indialegallive.com/constitutional-law-news/courts-news/delhi-hc-lifts-stay-on-publication-of-book-on-asaram-bapus-conviction/," href=""https://www.indialegallive.com/constitutional-law-news/courts-news/delhi-hc-lifts-stay-on-publication-of-book-on-asaram-bapus-conviction/"" target=""_blank"">Stay lifted on publication of book on Asaram Bapu</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India Legal</font",2020-09-22 07:00:00+00:00,India Legal
Gujarat: Mayfair Leisures in dock for Rs 54 crore bank fraud - Times of India,https://timesofindia.indiatimes.com/city/vadodara/mayfair-leisures-directors-booked-for-rs-54cr-bank-fraud/articleshow/78064772.cms," href=""https://timesofindia.indiatimes.com/city/vadodara/mayfair-leisures-directors-booked-for-rs-54cr-bank-fraud/articleshow/78064772.cms"" target=""_blank"">Gujarat: Mayfair Leisures in dock for Rs 54 crore bank fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font",2020-09-12 07:00:00+00:00,Times of India
Pakistan jails three men linked to group accused of Mumbai attack - Yahoo Singapore News,https://sg.news.yahoo.com/pakistan-jails-three-accused-financing-180732014.html," href=""https://sg.news.yahoo.com/pakistan-jails-three-accused-financing-180732014.html"" target=""_blank"">Pakistan jails three men linked to group accused of Mumbai attack</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Singapore News</font",2020-08-28 07:00:00+00:00,Yahoo Singapore News
The Lawyer's Digest: Supreme Court Judgments passed in March 2020 - Bar & Bench - Indian Legal News,https://www.barandbench.com/columns/the-lawyers-digest-supreme-court-judgments-passed-in-march-2020," href=""https://www.barandbench.com/columns/the-lawyers-digest-supreme-court-judgments-passed-in-march-2020"" target=""_blank"">The Lawyer's Digest: Supreme Court Judgments passed in March 2020</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bar & Bench - Indian Legal News</font",2020-09-06 07:00:00+00:00,Bar & Bench - Indian Legal News
